ID,SMILES,DATA
1221,c1ccc(cc1)CC(N)P(=O)(O)O,4
1222,CCCCCCCCCCN=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,5.749
1223,CCCCN(CCCC)c1ccc(cc1)/C(=N\C(C)CCCN(CC)CC)/c2ccc(cc2)N(C)C,5.914
1224,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O,4
1225,Cc1cc(c2cc(ccc2n1)Cl)NCCCCCCNc3cc(nc4c3cc(cc4)Cl)C,5.44
1226,CCOc1ccc(cc1)Nc2c3ccccc3nc4c2cccc4,6.131
1227,C(C(CN=[N+]=N)O)N=[N+]=N,4
1228,CCCC(C)c1ccc(cc1)OCCCCCCN2CCNCC2,5.612
1229,c1ccc(c(c1)C2CCCCC2)OCCCCCN3CCNCC3,5.62
1230,CC(C)(C)c1ccc(cc1)OCCCCCCN2CCNCC2,5.541
1231,CC12CCC(CC1O2)C3(CO3)C,4
1232,CC(C)(C)c1ccc2c(c1)C(=O)c3ccccc3C2=O,4.243
1233,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@@H]1[C@@H](CC2)O)O)OC,4
1234,C/C=C\1/CC(=C)[C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O,4
1235,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,4
1236,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])CSC(=N)N,5.424
1237,CCCCCCCCCCSC(=N)N,5.438
1238,CN(C)c1ccc(cc1)C(=S)c2ccc(cc2)N(C)C,5.178
1239,CCCCCCCCCCCCc1ccc(cc1)C(=O)/C=C/C(=O)O,6.262
1240,C1CN1C2=CC(=O)C(=CC2=O)N3CC3,7.891
1241,Cc1cc(c(cc1/N=C/c2ccccc2O)C(C)C)O,7.616
1242,Cc1c(nc(nc1Cl)Cl)Cl,6.624
1243,CC1(CCCC1C(=O)O)C(=O)O,4
1244,c1ccc(cc1)n2c(nnn2)c3cccc4c3cccc4,6.35
1245,c1ccc(cc1)C2(c3ccccc3N(c4c2cc(cc4)Cl)c5ccccc5)O,6.419
1246,c1ccc(c(c1)c2ccc(cc2)[N+](=O)[O-])N,5.636
1247,C(CC(=O)O)C(C(=O)O)NC(=S)S,4.301
1248,c1ccc(cc1)C(=O)O[Hg]CC2COCC(O2)C[Hg]OC(=O)c3ccccc3,6.095
1249,c1ccc(cc1)C(=O)O[Hg]CC2COC(CO2)C[Hg]OC(=O)c3ccccc3,5.9745
1250,c1ccc(cc1)COc2ccc3c(c2)cc([nH]3)C(=O)O,4
1251,CCOC(=O)c1cc2cc(ccc2[nH]1)OCc3ccccc3,4
1252,CCc1ccc2cc3c4ccccc4ccc3c5c2c1CC5,4
1253,c1cc2ccc3c-4c2c(c1)c(=O)c5c4c6c(cccc6c3=O)cc5,4.301
1254,Cc1ccc2cc3c4ccccc4c(cc3c5c2c1CC5)C,4
1255,c1cc2c(cc1/C=C/3\C(=O)NC(=S)S3)OCO2,4
1256,Cc1cccc2c1Oc3ccccc3C2NC(=O)c4ccc(cc4)[N+](=O)[O-],4
1257,C[C@@H]1[C@@H]([C@@H]2[C@H]([C@@H](CC(=C2C(=O)O1)O)O)O)NC(=O)[C@H](C)N,4.269
1258,c1ccc2c(c1)C(c3ccccc3O2)c4ccc(c5c4cccn5)O,6.132
1259,CC(=CC1C(C1(C)C)COC(=O)c2cc3c(cc2Cl)OCO3)C,4.57
1260,CC(=CC1C(C1(C)C)COC(=O)c2ccccc2Cl)C,4.246
1261,c1c(cc(c(c1Cl)OCCCCCCN2CCNCC2)Cl)Cl,5.723
1262,c1ccc(cc1)CN2C(=O)c3cccc(c3C2=O)[N+](=O)[O-],4
1263,c1cc(ncc1I)N,4
1264,Cc1cc(=O)oc2c1ccc(c2)OC(=O)C,4
1265,C1(C(O[Sb](O1)O)C(=O)O)C(=O)O,6.147
1266,c1cc(c(cc1N)O)[As](=O)(O)O,4
1267,CC(=O)c1cc2ccccc2oc1=O,4
1268,CC(=O)/C(=C\c1ccc(cc1)Cl)/c2ccccc2,7.273
1269,CC(=O)Nc1c2ccccc2c3ccccc3c1OC,4
1270,c1ccc(cc1)n2c3cc(ccc3nc-4ccc(=O)cc24)N,4.202
1271,CCOC(=O)Nc1ccc(cc1)C(=O)/C=C/c2ccccc2,4.433
1272,CC(=O)O[C@H]1c2cc3c(cc2[C@H]([C@H]4[C@@H]1COC4=O)c5cc(c(c(c5)OC)OC)OC)OCO3,6.471
1273,CCCCCn1c(cc(c1C)/C=C\c2ccc3cc(ccc3[n+]2C)C)C,7.451
1274,CCCCCCCCCCCCCCCCCC1=NCC[N+]1(CC)CC=C,6.412
1275,CCN(CC)Cc1cc(cc(c1O)CC=C)Nc2c3ccc(cc3nc4c2cc(cc4)OC)Cl,6.097
1276,C1CN1C2=C(C(=O)C(=C(C2=O)N3CC3)N4CC4)N5CC5,5.74
1277,COc1cccc(c1)[As]=O,7.203
1278,CC(=O)OCC1=CC2C3C1C(OC=C3C(=O)O2)OC4C(C(C(C(O4)CO)O)O)O,4
1279,CC1(c2ccccc2[N+](=C1/C=C\c3ccc(cc3)N(C)C)C)C,6.344
1280,CCN(CC)c1ccc(cc1)/C=C/C2=[N+](c3ccccc3C2(C)C)C,6.737
1281,CCN(CC)c1ccc(c(c1)C)/C=C/C2=[N+](c3ccccc3C2(C)C)C,7.568
1282,CC\1(c2ccccc2N(/C1=C\C(C(C3=[N+](c4ccccc4C3(C)C)C)I)I)C)C,6.645
1283,CC1(c2ccccc2[N+](=C1/C=C/C=C\3/C(c4ccccc4N3C)(C)C)C)C,6.754
1284,CCOc1ccc(cc1)N(C)c2ccc(cc2)/C=C/C3=[N+](c4ccccc4C3(C)C)C,7.075
1285,c1cc(ccc1N)S(=O)(=O)Nc2nccs2,4
1286,c1cc(c(cc1[As](=O)(O)O)[N+](=O)[O-])OCCO[N+](=O)[O-],4
1287,CC(=CCc1cc2ccc(=O)oc2cc1OC)C,4.357
1288,CC(=CCC/C(=C/COc1ccc2ccc(=O)oc2c1OC)/C)C,4
1289,COc1ccc(cc1)c2c(c(=O)c3c(cc(cc3o2)O)O)OC,4.656
1290,CC(=O)Oc1cc2c(c(c1)OC(=O)C)c(=O)c(c(o2)c3ccc(cc3)OC)OC,4.739
1291,c1ccc(cc1)C2C3CC(C2C(=O)O)C=C3,4
1292,c1ccc(cc1)C2C3CCC(C3)C2C(=O)O,4
1293,C(=O)(N)NO,4.291
1294,c1ccc2c(c1)C(=O)C(=C(C2=O)O)CN(CCCl)CCCl,4.375
1295,c1ccc(cc1)Cc2ccc(c3c2cccn3)O,6.374
1296,c1ccc(cc1)CC(c2ccccc2)NCCNC(Cc3ccccc3)c4ccccc4,6.31
1297,CC(CNC(Cc1ccccc1)c2ccccc2)NC(Cc3ccccc3)c4ccccc4,5.562
1298,c1ccc(cc1)/C=C(/C(=O)c2ccccc2)\Br,6.409
1299,CCCCNC(c1ccc(cc1)Cl)C(c2ccc(cc2)Cl)O,5.604
1300,CCC1(C(=O)NC(=O)NC1=O)CC=C,4
1301,C(CS(=O)(=O)O)N,4
1302,CC(C=C)c1cccc(c1O)C=O,4.759
1303,c1cc(cc(c1)Cl)N2CCN(CC2)CCCN3CCN(CC3)c4ccc(cc4)Cl,5.42
1304,C1C=CCC2(C1(C(=O)c3c(c(c(c(c3Cl)Cl)Cl)Cl)C2=O)Cl)Cl,5.755
1305,CCN(CC)CCNc1ccc(c2c1c(=O)c3ccccc3s2)C,5.547
1306,CC1CC(CC(C1=O)C(CC2CC(=O)NC(=O)C2)O)(C)OC(=O)C,8.1475
1307,CC(Cc1ccc(cc1)OC)N,4
1308,c1cc(ccc1NC(=O)N)[As](=O)(O)O,4
1309,CC1=CC(=O)C(C(=O)O1)/C(=N/c2ccccc2Cl)/C,4
1310,C[n+]1c2ccc(cc2nc3c1ccc(c3)Cl)c4ccccc4,4.217
1311,CCCCCCCCCCCCCCCC[N+](C)(C)C,6.183
1312,CCN(CC)CCCNc1cc(cc2c1nc3ccc(cc3n2)Cl)OC,5.598
1313,CCN(CC)CC(c1cc(nc2c1ccc(c2C)Cl)c3ccc(cc3)Cl)O,5.656
1314,CCN1c2ccccc2C(c3c1cccc3)(c4ccc(cc4)N(C)C)Cl,5.631
1315,CCN(CC)Cc1cc(ccc1O)Nc2c3ccccc3nc4c2ccc(c4)Cl,5.586
1316,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,5.917
1317,CC[C@H]1CN2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5cc(c(cc5CCN4)O)OC)OC)OC,8.03425
1318,C/C(=N\NC(=N)N)/C=N/NC(=N)N,5.025
1319,C1C=C2C(=CC(=O)O2)C(O1)O,5.953
1320,c1c(cc(c(c1I)O)I)CC(C2CCCCC2)C(=O)O,4.292
1321,Cc1cc2cc3cc(c(cc3nc2cc1NC)NC)C,5.966
1322,COc1c(ccc(c1)/C=C/C(=O)CC(=O)/C=C/c2cc(c(cc2)O)OC)O,5.519
1323,CC(=O)NC1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)OC)OC)OC)OC4C(C(C(C(O4)CO)O)O)O,4
1324,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@]2([C@@]4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O,5.744
1325,c1ccc2c(c1)nc(s2)c3ccc(cc3)O,4.581
1326,CC(=O)Nc1ccc(cc1)c2nc3ccccc3s2,4.193
1327,c1c([nH]c(=S)[nH]c1=O)CF,4
1328,c1ccc2c(c1)cccc2CSCc3cccc4c3cccc4,5.456
1329,COC(=O)Nc1ccc2ccc3c(ccc4c3c2c1cc4)NC(=O)OC,5.219
1330,c1cc(ccc1C(=O)NCCO)Cl,4.583
1331,Cc1cc2cc3[n+]4c(cc5c(c(c6n5[Cd+2]47n2c1cc8[n+]7c(c6)C(=C8C)CCC(=O)OC)CCC(=O)OC)C)C=C3C,5.477
1332,CN(C)CCOC(c1ccccc1)c2ccccc2,4
1333,Cc1cc(c2cc(ccc2n1)NC(=O)/C=C\c3ccccc3Cl)N,6.3
1334,c1ccc(cc1)CCC(c2ccccc2)(C(=O)O)N,4
1335,CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(c(c3)I)O)OC)OC)OC,7.439
1336,CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(c(c3)I)OC)OC)OC)OC,6.386
1337,COc1ccc-2c(cc1=O)[C@H](CCc3c2c(c(c(c3)OC)OC)OC)NC(=O)c4ccccc4,8.2615
1338,CC(=O)N[C@H]1CCc2cc(c(c(c2-c3c1cc(=O)c(cc3)O)OC)OC)OC,4.925
1339,CCCCC(CC)COC(=O)C[N+](C)(C)CCOC(c1ccccc1)c2ccccc2,5.499
1340,C(CCCCCSC(=N)NN)CCCCSC(=N)NN,4.764
1341,C[n+]1c2ccccc2nc3c1cc(cc3N)N,5.334
1342,c1ccc2c[n+](ccc2c1)CCCCCCCCCC[n+]3ccc4ccccc4c3,5
1343,CCCCN(CCCC)c1ccc(cc1)C(=N)c2ccc(cc2)N(CCCC)CCCC,6.254
1344,Cc1cc2cc3cc(c(cc3nc2cc1N(C)C)N(C)C)C,5.046
1345,CCN(CC)c1ccc(cc1)C(=N)c2ccc(cc2)N(CC)CC,6.13
1346,CC[n+]1c(ccc2c1ccc(c2)C)/C=C/c3ccc(cc3)N(CC)CC,6.525
1347,Cc1ccc(cc1)S(=O)(=O)NC(C(C)C)C(=O)O,4
1348,c1cc-2c(cc1[N+](=O)[O-])C(=O)C(=O)c3c2ccc(c3)[N+](=O)[O-],6.539
1349,c1cc2c(cc1O)C(=O)c3ccc(cc3C2=O)O,4.227
1350,CN(C)CC(c1ccccc1)C(=O)c2ccccc2,6.122
1351,Cc1ccc(cc1)C(CN(C)C)C(=O)c2ccccc2,6.355
1352,CN(C)CC(c1ccccc1)C(=O)c2ccc(cc2)OC,5.735
1353,c1ccc(cc1)C(CN2CCOCC2)C(=O)c3ccccc3,6.549
1354,CCN(CC)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C,5.707
1355,c1ccc(cc1)C(CN2CCCCC2)C(=O)c3ccccc3,6.521
1356,c1ccc(cc1)/C=C/C(=O)CC(c2ccccc2)N3CCOCC3,5.617
1357,CC(C)(C)C(=O)C(C(c1ccccc1)N2CCOCC2)N3CCOCC3,4
1358,CCCCN(CCCC)c1ccc(cc1)C(=N)c2ccc(cc2)N(C)C,6.265
1359,CC(C)(c1ccccc1)c2cc(c(cc2O)C(C)(C)c3ccccc3)O,5.524
1360,CCCCCCCC/C=C/CCCCCCCC1=NCC[N+]1(CCO)CCO,5.795
1361,c1c(cc(c(c1)/C=C/c2c(cc(cc2)[N+](=O)[O-])S(=O)(=O)O)S(=O)(=O)O)/N=N/c3cc(c(cc3)/C=C/c4c(cc(cc4)[N+](=O)[O-])S(=O)(=O)O)S(=O)(=O)O,4
1362,CC[C@H]1CN2CCc3cc(c(cc3[C@@H]2C[C@@H]1C[C@@H]4c5cc(c(cc5CCN4)OC)OC)OC)OC,7.993
1363,CCN(CC)c1ccc-2c(cc1=O)[C@H](CCc3c2c(c(c(c3)OC)OC)OC)NC(=O)C,6.934
1364,c1ccc(cc1)NC(=O)CSC2=NCCN2,4.168
1365,c1cc(c(cc1Br)/C=N\NC(=O)c2ccncc2)O,6.374
1366,COc1cccc(c1O)/C=N\NC(=O)c2ccncc2,5.731
1367,C1CCN(C(C1)CCl)CCCl,4.825
1368,C(C(C1C(=C(C(=O)O1)O)O)O)O,3.561
1369,Cc1cccc(c1NCC(CN2CCN(CC2)C)O)Cl,4
1370,CC/C(=C\c1ccc(cc1)N(C)C)/c2ccncc2,5.09
1371,CCN(CCCOc1ccccc1)CCN(CC)CCCOc2ccccc2,6.149
1372,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)NCN3C(=O)C(=O)C(=O)NC3=O,4.019
1373,CC[n+]1ccc(c2c1cccc2)/C=C/C=C/3\C=CN(c4c3cccc4)CC,5.345
1374,c1ccc2c(c1)nc(s2)c3ccc(cc3)N,4.837
1375,c1c(c(=O)[nH]c(=O)[nH]1)N(CCCl)CCCl,5.678
1376,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@@H](C2)O)CC=C4[C@@]3(CC[C@@H](C4)OC)C,5.515
1377,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,7.621
1378,CC1CC(=O)C=C(C12C(=O)c3c(cc(c(c3O2)Cl)OC)OC)OC,4.477
1379,C(C(=O)NC(=O)N)I,6.121
1380,c1c(cc(c(c1)/C=C/c2c(cc(cc2)/N=N/c3c(c4c(c(cc(c4cc3)S(=O)(=O)O)S(=O)(=O)O)N)O)S(=O)(=O)O)S(=O)(=O)O)/N=N/c5c(c6c(c(cc(c6cc5)S(=O)(=O)O)S(=O)(=O)O)N)O,4
1381,Cc1cc2cc3cc(c(cc3[n+](c2cc1N(C)C)C)N(C)C)C,4.914
1382,COc1cccc2c1oc(=O)c(c2)C(=O)O,4
1383,C[n+]1c2ccccc2nc3c1cccc3,6.166
1384,Cn1c2ccccc2c(=O)c3c1c(c4c(c3OC)OCO4)OC,5.362
1385,Cn1c2ccccc2c(=O)c3c1c4c(c(c3OC)OC)OCO4,4
1386,c1ccc(c(c1)/C=N/N=c\2/[nH]c3ccccc3s2)O,5.36
1387,c1ccc2c(c1)CC(=C3C2=Nc4ccccc4S3)S(=O)(=O)O,5.465
1388,CN(C)CC(=C)C(=O)c1ccccc1[N+](=O)[O-],5.649
1389,c1ccc(cc1)Cn2c(=O)c3ccccc3[nH]2,4
1390,CC(=O)Nc1ccc(cc1)Sc2ccc(o2)[N+](=O)[O-],6.053
1391,c1ccc(cc1)C(C(=O)c2ccccc2)Nc3ccc4ccccc4c3,4.863
1392,CCN(CC)CCC(CNc1c2ccc(cc2nc3c1cc(c(c3)OC)OC)[N+](=O)[O-])c4ccccc4,5.769
1393,CC(=O)Nc1cc(c(cc1)/C=C/c2c(cc(cc2)NC(=O)Nc3cc(c(cc3)/C=C/c4c(cc(cc4)NC(=O)C)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,4
1394,c1cc2c(cc(c(c2cc1)O)/N=N/c3cc(c(cc3)/C=C/c4c(cc(cc4)/N=N/c5c(c6c(c(c5)S(=O)(=O)O)cccc6)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,4.5875
1395,c1c(cc(c(c1)/C=C/c2c(cc(cc2)/N=N/c3c(c4c(cc(cc4cc3S(=O)(=O)O)S(=O)(=O)O)O)O)S(=O)(=O)O)S(=O)(=O)O)/N=N/c5c(c6c(cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)O)O,4
1396,c1c(cc(c(c1)/C=C/c2c(cc(cc2)/N=N/c3c4c(c(cc3)N)ccc(c4)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)/N=N/c5c6c(c(cc5)N)ccc(c6)S(=O)(=O)O,4
1397,Cc1ccc(cc1NC(=O)c2cccc(c2)NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6c5c(cc(c6)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C(=O)Nc7ccc(c8c7c(cc(c8)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,4
1398,CCCCC(=O)c1ccc2ccccc2c1O,4.369
1399,CCCCCCC(=O)c1ccc2ccccc2c1O,4.48
1400,CC(C)c1ccc(cc1)/C=C\2/C=C(OC2=O)c3ccc4ccccc4c3,5.592
1401,c1cc(ccc1N)S(=O)(=O)Nc2ccc(cn2)C(=O)N,4
1402,c1(c(nc(nc1Cl)Cl)Cl)Cl,5.288
1403,c1cc(c(cc1NC(=O)Nc2ccc(c(c2)Cl)Cl)Cl)Cl,5.706
1404,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C,4.51
1405,Cc1cc(c(cc1Sc2cc(c(cc2C)O)C(C)(C)C)C(C)(C)C)O,5.531
1406,c1c(c(c(c(c1Cl)Cl)[N+](=O)[O-])O)Cl,5.497
1407,C[n+]1c2ccccc2c3ccc(cc3c1c4ccccc4)N,5.468
1408,COc1ccc(cc1OC)Cc2c3cc(c(cc3ccn2)OC)OC,4
1409,c1ccc(cc1)C(CC(=O)c2ccccc2)N3CCCCC3,5.68
1410,c1ccc(cc1)c2ccc(cc2)C(=O)C[N+]34CN5CN(C3)CN(C5)C4,5.768
1411,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3C([C@@H]5[C@@H]2C(=O)OC5)Br)OCO4,6.44
1412,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(c(c3C[C@@H]5[C@@H]2C(=O)OC5)O)OCO4,6.868
1413,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@@H]2C(=O)OC5)SC(=N)N)OCO4,6.524
1414,CCCCCCCCCCC(C(c1ccccc1)O)N2CCCCC2,5.706
1415,c1ccc2c[n+](ccc2c1)CC(=O)c3ccc4ccc5ccccc5c4c3,6.089
1416,CC1C2CN3CCc4c5cc(c(cc5[nH]c4C3CC2C(=CO1)C(=O)OC)OC)OC,4.866
1417,c1ccc2c(c1)NC3(S2)NC(=O)C(=O)C(=O)N3,4.695
1418,c1ccc2c(c1)nc(s2)SCSc3nc4ccccc4s3,4.324
1419,CCN(CC)CCNc1ccc(c2c1c(=O)c3ccccc3s2)C,5.515
1420,c1cc(ccc1/C=C/c2ccc(cc2)C(=N)N)C(=N)N,4
1421,CN1C=c2c(=C3C1=C4C=C5C(=CC4C=C3)OCO5)ccc6c2OCO6,6.679
1422,c1cc(ccc1/N=N\c2ccc(cc2)S(=O)(=O)O)/N=N\c3ccc(c(c3)S(=O)(=O)O)/C=C/c4ccc(cc4S(=O)(=O)O)/N=[N+](\c5ccc(c(c5)S(=O)(=O)O)/C=C/c6ccc(cc6S(=O)(=O)O)/N=N/c7ccc(cc7)/N=N\c8ccc(cc8)S(=O)(=O)O)/[O-],4
1423,COc1cc(ccc1/N=N/c2ccc(c(c2)S(=O)(=O)O)/C=C/c3ccc(cc3S(=O)(=O)O)n4n(o4)c5ccc(c(c5)S(=O)(=O)O)/C=C/c6ccc(cc6S(=O)(=O)O)/N=N\c7ccc(cc7OC)/N=N\c8cccc(c8)S(=O)(=O)O)/N=N\c9cccc(c9)S(=O)(=O)O,4
1424,Cc1cc(c(cc1/N=N\c2cccc(c2)S(=O)(=O)O)OC)/N=N\c3ccc(cc3)/C=C/c4ccc(cc4S(=O)(=O)O)/N=[N+](\c5ccc(c(c5)S(=O)(=O)O)/C=C/c6ccc(cc6)/N=N\c7cc(c(cc7OC)/N=N/c8cccc(c8)S(=O)(=O)O)C)/[O-],4
1425,Cc1cc(c(cc1/N=N\c2ccc(c(c2)S(=O)(=O)O)OC)OC)/N=N\c3ccc(c(c3)S(=O)(=O)O)/C=C/c4ccc(cc4S(=O)(=O)O)/N=[N+](\c5ccc(c(c5)S(=O)(=O)O)/C=C/c6ccc(cc6S(=O)(=O)O)/N=N/c7cc(c(cc7OC)/N=N\c8ccc(c(c8)S(=O)(=O)O)OC)C)/[O-],4
1426,c1ccc2c(c1)c(ccc2/N=N/c3ccc(c(c3)S(=O)(=O)O)/C=C/c4ccc(cc4S(=O)(=O)O)/N=[N+](/c5ccc(c(c5)S(=O)(=O)O)/C=C/c6ccc(cc6S(=O)(=O)O)/N=N/c7ccc(c8c7cccc8)/N=N/c9ccc(cc9)S(=O)(=O)O)\[O-])/N=N\c1ccc(cc1)S(=O)(=O)O,4
1427,c1cc(ccc1/N=N/c2ccc3cc(cc(c3c2)S(=O)(=O)O)S(=O)(=O)O)/N=N/c4ccc(c(c4)S(=O)(=O)O)/C=C/c5ccc(cc5S(=O)(=O)O)/N=[N+](\c6ccc(c(c6)S(=O)(=O)O)/C=C/c7ccc(cc7S(=O)(=O)O)/N=N/c8ccc(cc8)/N=N/c9ccc1cc(cc(c1c9)S(=O)(=O)O)S(=O)(=O)O)/[O-],4
1428,c1cc2cc(c(c(c2c(=O)c(c1)O)O)O)O,5.122
1429,B(O)(O[Hg]c1ccccc1)O[Hg]c2ccccc2,7.214
1430,CCOc1c(cc(cc1OC)C2c3cc4c(c(c3CC5C2C(=O)OC5)OCC)OCO4)OC,5.574
1431,CC[C@H](c1ccc(c(c1)O)O)[C@@H](CC)c2ccc(c(c2)O)O,5.541
1432,c1ccc(c(c1)CSCCN)Cl,4.6
1433,Cc1ccc(cc1)[n+]2cc(on2)O,4
1434,C=CCOc1c(cc(cc1Br)Br)Br,4.983
1435,c1ccc2c(c1)[nH]c(n2)CCC(=O)O,4
1436,CCCCCCSc1c2c(nc[nH]2)nc(n1)N,4.332
1437,c1ccc(cc1)CCSc2c3c(nc[nH]3)nc(n2)N,4.506
1438,C1CN1C[C@H]([C@H](CN2CC2)O)O,6.219
1439,c1ccc(c(c1)CC(c2c[nH]c3c2cccc3)c4c[nH]c5c4cccc5)N6CCS(=O)(=O)CC6,5.702
1440,c1ccc2c(c1)c(ccc2Cl)CSC(=N)N,5.491
1441,CCCCCCCCCCCCCCCCCC1=NCCN1CS(=O)(=O)O,5.402
1442,CCc1ccc(nc1)CCC(=O)O,4
1443,c1ccc2c(c1)cccc2CSC(=O)c3ccc(cc3)Cl,4
1444,CC1CC(C2CCC3(C4CCC5C(C4(CC=C3C2C1C)C)(CC(C(C5(C)CO)O)O)C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O,4.66
1445,c1ccc(cc1)/N=N/c2c3ccccc3cc(c2O)C(=O)N,4
1446,CC(C)CC(=O)c1cc2ccc(=O)oc2cc1OC,4
1447,CCOc1ccc2c(c1)c(c3ccc(cc3n2)N)N,5.375
1448,CCCCCCCCCCCCCC[n+]1ccc(cc1)C,6.333
1449,COc1ccc-2c(cc1=O)[C@H](CCc3c2c(c(c(c3)OC)OC)OC)N,7.338666667
1450,c1ccc2c[n+](ccc2c1)CCCC[n+]3ccc4ccccc4c3,4
1451,COc1cc(cc(c1OC)OC)C2c3cc4c(cc3C(C(C2CO)CO)O)OCO4,6.104
1452,c1cc(c(cc1[C@@H]2[C@H](C(=O)c3cc(c(cc3O2)O)O)O)O)O,4.165
1453,C[n+]1cc2c(ccc(c2OC)OC)c3c1c4cc5c(cc4cc3)OCO5,6.726
1454,COc1cc(cc(c1OC)OC)[C@@H]2c3cc4c(cc3[C@@H]([C@@H]5[C@H]2C(=O)OC5)O)OCO4,6.52
1455,CN1CCc2cc(c(cc2C1Cc3ccc(cc3)Oc4cc(ccc4O)CC5c6cc(c(cc6CCN5C)OC)OC)OC)OC,4.896
1456,C/C/1=C/CCC(C2CC(C(C/C(=C/CC1)/C)OC(=O)C)C(=C)C(=O)O2)(C)O,5.628
1457,CC1(C2CC(=O)C3(C(C24COC(=O)CC4O1)CCC5(C36C(O6)C(=O)OC5c7ccoc7)C)C)C,3.903
1458,Cn1c2c(c(=O)n(c1=O)C)n(c(n2)CO)CCN(C)C,4
1459,Cn1c2c(c(=O)n(c1=O)C)[nH]c(n2)CCC(=O)O,4
1460,C[C@@H]1C[C@@H]2[C@H]3[C@](CCC[C@@]3([C@]1(CCc4ccoc4)O)C)(C(=O)O2)C,4.128
1461,c1cc2cc(ccc2nc1)NC(=O)CSC(=O)N,4.529
1462,Cc1cc2c(cc1N)[s+]c3cc(ccc3n2)N(C)C,6.509
1463,COc1ccc(cc1)c2ccc(c(c2OC)OC)OC,5.659
1464,c1cc2ccc1NC(=O)CN3CCN(CC3)CC(=O)Nc4ccc(cc4)S(=O)(=O)c5ccc(cc5)NC(=O)CN6CCN(CC6)CC(=O)Nc7ccc(cc7)S2(=O)=O,6.508
1465,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,4
1466,c1ccc(cc1)/C=C/CSc2c3c(nc[nH]3)nc(n2)N,4.266
1467,c1ccc(c(c1)CSc2c3c(nc[nH]3)nc(n2)N)Cl,4.264
1468,c1c(c(=O)[nH]c(=O)[nH]1)C(=O)CN=[N+]=N,4
1469,C=Nc1ccc(cc1)[N+](=O)[O-],4.2
1470,c1cc(cc(c1)N)C(=O)N,4
1471,Cc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N(C)C,4
1472,CCC(C(C)C)(C(=O)O)N,4
1473,c1ccc2c(c1)cc(cc2S(=O)(=O)O)/N=[N+](/c3cc4ccccc4c(c3)S(=O)(=O)O)\[O-],4.527
1474,c1cc(cc2c1cc(cc2N)S(=O)(=O)O)S(=O)(=O)O,4
1475,c1ccc(c(c1)Cc2ccc(cc2)C(=O)O)C(=O)O,4
1476,c1cc(c(cc1Cc2ccc(c(c2)C(=O)O)N)C(=O)O)N,4
1477,c1ccc2cc(c(cc2c1)C(=O)N3CCCCC3)O,4.838
1478,c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)[N+](=O)[O-])O,5.623
1479,c1cc2cc(ccc2c(c1)N)S(=O)(=O)Nc3ccc(cc3)C(=O)O,4
1480,c1ccc2cc(c(cc2c1)C(=O)Nc3cccc(c3)C(F)(F)F)O,5.435
1481,Cc1ccc(cc1NC(=O)c2cc3ccccc3cc2O)Cl,6.135
